Year,Match Name,League Name,Club Name,Coach,Country Name,Manager,Owner,appearances,wins,losts,drawn,Net Worth
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,5,2,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,3,4,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,1,1,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,2,5,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,1,3,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,8,0,0,346456.00
2010,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,3,1,3,346456.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,4,0,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,8,0,0,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,5,3,0,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,3,4,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,3,3,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,2,4,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,3,3,2,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,1,1,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,2,4,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,745634.00
2011,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,745634.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,3,1,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,3,4,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,5,1,2,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,5,1,2,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,2,0,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,5,1,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645.00
2012,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,3,1,456645.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,2,5,1,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,2,5,1,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,4,3,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,5,3,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,8,0,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,3,1,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,7,0,1,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,6,0,2,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,8,0,0,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,3,0,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,2,3,745634.00
2010,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,2,6,745634.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,2,2,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,3,0,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,2,5,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,3,2,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,3,4,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,3,4,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,2,3,3,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,2,5,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,8,0,0,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,2,1,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,6,1,1,876654.00
2011,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,2,6,876654.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,4,0,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,0,3,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,8,0,0,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,3,2,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,7,0,1,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,2,3,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,7,1,0,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,0,3,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,6,0,2,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,4,3,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,3,5,568787.00
2012,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,1,3,568787.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,7,1,0,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,5,2,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,7,1,0,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,1,3,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,4,2,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,5,1,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,3,1,4,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,3,2,3,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,1,1,674576.00
2010,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,6,1,674576.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,5,0,3,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,2,5,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,4,3,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,5,1,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,5,2,1,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,2,0,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,4,2,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,3,1,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,1,5,865745.00
2011,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,0,4,4,865745.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,5,3,0,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,1,1,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,5,1,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,2,2,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,1,1,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,3,4,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,0,4,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,7,0,1,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,3,2,3,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,2,0,764533.00
2012,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,764533.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,2,1,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,1,2,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,1,3,4,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,4,2,2,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,0,3,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,5,1,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,1,0,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,1,7,0,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,0,1,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,634623.00
2010,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,1,0,634623.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,0,1,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,0,6,2,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,3,3,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,0,2,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,2,1,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,4,2,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,1,0,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,3,2,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,0,7,1,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,1,4,745635.00
2011,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,2,4,745635.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,2,4,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,4,3,1,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,2,0,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,2,0,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,2,4,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,4,3,1,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,3,0,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,1,4,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,3,2,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,8,0,0,400000.00
2012,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,4,2,400000.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,2,5,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,4,3,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,4,3,1,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,6,1,1,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,3,4,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,1,6,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,3,2,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,3,2,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,4,3,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,3,2,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,1,4,7457457.00
2010,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,4,1,7457457.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,1,3,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,5,1,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,4,1,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,3,1,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,1,5,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,5,0,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,1,4,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,3,0,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,3,2,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,5,0,7567454.00
2010,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,3,0,7567454.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,4,2,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,3,3,2,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,1,1,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,2,1,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,1,4,3,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,2,0,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,1,3,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,1,0,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,1,5,5674576.00
2010,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,1,0,5674576.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,2,1,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,5,2,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,2,3,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,2,3,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,2,0,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,4,3,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,3,2,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,4,2,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,1,6,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,2,1,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,1,3,4576456.00
2010,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,5,1,4576456.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,3,2,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,2,2,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,2,3,3,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,0,4,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,2,1,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,0,2,6,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,2,6,8,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,5,0,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,2,2,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,1,1,6,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,1,1,7856756.00
2010,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,2,1,7856756.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,2,0,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,3,2,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,2,2,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,4,3,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,4,1,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,2,2,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,1,6,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,2,2,4,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,0,4,4,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,2,2,7687567.00
2010,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,0,4,7687567.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,1,4,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,1,1,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,1,2,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,1,2,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,2,1,5,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,0,2,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,7,0,1,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,1,3,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,4,0,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,5,0,5678647.00
2010,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,1,6,1,5678647.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,2,4,2,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,1,6,1,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,8,0,0,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,1,1,6,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,2,1,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,2,3,3,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,3,0,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,0,2,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,2,0,8567434.00
2010,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,1,4,8567434.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,4,2,2,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,4,2,2,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,5,3,0,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,4,2,2,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,1,1,6,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,7,1,0,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,3,2,3,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,4,0,4,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,1,3,4,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,5474574.00
2010,International,NA,NA,William Price,Portugal,NA,NA,8,7,0,1,5474574.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,5,2,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,3,0,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,2,2,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,0,3,5,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,1,3,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,2,5,1,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,4,0,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,8,0,0,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,1,6,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,3,3,2,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,1,2,8567577.00
2010,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,1,1,8567577.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,2,6,0,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,8,0,0,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,3,0,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,2,3,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,4,2,2,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,1,4,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,0,1,7,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,8,0,0,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,7,0,1,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,2,1,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,4,1,6546344.00
2011,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,2,5,6546344.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,1,4,3,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,4,0,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,6,2,0,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,3,0,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,5,0,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,0,4,4,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,1,3,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7645764.00
2011,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,3,3,7645764.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,3,3,2,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,2,0,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,3,2,3,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7674564.00
2011,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,2,0,7674564.00
